2020-12-01,7141.7998046875,7141.7998046875,6975.2001953125,7101.7001953125,1076695
2020-12-02,7110.0,7220.0,7105.0,7206.5,1106734
2020-12-03,7250.0,7782.85009765625,7249.60009765625,7739.10009765625,3846792
2020-12-04,7798.0,7882.64990234375,7641.25,7803.14990234375,2393536
2020-12-07,7828.7998046875,7835.0,7690.0,7743.39990234375,1037296
2020-12-08,7748.0,8013.14990234375,7700.0,7762.7001953125,1885285
2020-12-09,7775.0,7799.9501953125,7692.0,7709.25,822760
2020-12-10,7760.0,7850.0,7710.0,7736.0,1186739
2020-12-11,7779.9501953125,7795.7001953125,7700.0,7733.5498046875,706875
2020-12-14,7810.0,7825.0,7655.0,7696.7998046875,1038032
2020-12-15,7696.7998046875,7790.0,7640.5498046875,7765.25,891801
2020-12-16,7820.0,7899.0,7770.0,7796.35009765625,963504
2020-12-17,7799.89990234375,7831.89990234375,7625.0,7694.0,734075
2020-12-18,7714.0,7727.0,7541.75,7559.75,1078328
2020-12-21,7560.0,7599.0,7278.10009765625,7376.10009765625,970306
2020-12-22,7380.0,7438.0,7205.10009765625,7395.39990234375,1138240
2020-12-23,7400.39990234375,7555.60009765625,7394.0,7449.9501953125,951805
2020-12-24,7507.25,7532.75,7414.2001953125,7446.0498046875,589281
2020-12-28,7465.0,7543.0,7454.0,7483.0,521320
2020-12-29,7520.0,7545.0,7418.2998046875,7452.35009765625,538719
2020-12-30,7497.0,7635.0,7430.0,7612.89990234375,1029800
2020-12-31,7614.64990234375,7697.0,7580.0,7649.60009765625,908515
2021-01-01,7654.0,7748.5,7650.0,7691.2998046875,767574
2021-01-04,7739.0,7755.2001953125,7642.60009765625,7702.2998046875,598645
2021-01-05,7660.0,7673.0,7586.0,7655.4501953125,562668
2021-01-06,7654.0,7749.0,7555.5,7628.60009765625,840678
2021-01-07,7676.0,7704.39990234375,7552.10009765625,7566.0498046875,642968
2021-01-08,7600.0,8060.0,7600.0,8014.89990234375,2557157
2021-01-11,8099.0,8288.0,7882.39990234375,8232.75,2182019
2021-01-12,8161.0,8329.0,8140.0,8188.0498046875,1514072
2021-01-13,8188.0,8250.0,8111.0,8139.85009765625,877225
2021-01-14,8164.7998046875,8180.0,8023.4501953125,8149.4501953125,718274
2021-01-15,8157.14990234375,8219.5,8000.0498046875,8024.75,751177
2021-01-18,8011.0,8023.9501953125,7745.0,7830.64990234375,771183
2021-01-19,7900.0,7990.2998046875,7835.0,7922.60009765625,779892
2021-01-20,7882.0,8170.0,7860.25,8144.9501953125,999226
2021-01-21,8205.0,8267.0,8021.4501953125,8076.75,769494
2021-01-22,8085.0,8308.0,8000.0,8048.85009765625,1172914
2021-01-25,8117.0,8164.7001953125,7950.10009765625,7981.5,753043
2021-01-27,7992.9501953125,8090.0,7820.5,7870.89990234375,1080785
2021-01-28,7840.0,7984.5498046875,7562.0,7588.5,2085637
2021-01-29,7685.0,7685.0,7170.0,7206.64990234375,3069968
2021-02-01,7265.2001953125,7475.0,7152.0,7399.7998046875,1611478
2021-02-02,7534.89990234375,7769.75,7490.14990234375,7654.7001953125,1700845
2021-02-03,7680.0,7716.4501953125,7475.85009765625,7589.2001953125,1491567
2021-02-04,7600.0,7765.0,7529.0498046875,7640.0,1198036
2021-02-05,7680.0,7736.0,7461.0,7494.14990234375,1128089
2021-02-08,7515.0,7638.0,7474.5,7574.60009765625,912372
2021-02-09,7581.0,7680.0,7574.0,7627.0498046875,925127
2021-02-10,7605.2001953125,7674.89990234375,7506.0498046875,7621.7001953125,1015600
2021-02-11,7600.0,7744.0,7567.64990234375,7667.35009765625,818869
2021-02-12,7620.10009765625,7675.0,7525.89990234375,7568.5,756833
2021-02-15,7600.0,7649.10009765625,7580.0,7596.64990234375,470093
2021-02-16,7639.0,7799.0,7625.25,7697.0498046875,1321126
2021-02-17,7679.9501953125,7691.5,7471.2998046875,7503.2001953125,1023548
2021-02-18,7574.85009765625,7579.0498046875,7460.0,7497.5498046875,821462
2021-02-19,7448.0,7486.39990234375,7285.0,7323.0,1013887
2021-02-22,7323.0,7325.0,7056.0,7086.4501953125,1502068
2021-02-23,7118.7998046875,7122.35009765625,6938.0,6970.5,1589884
2021-02-24,6905.0,7036.0,6877.5,6952.9501953125,1225254
2021-02-25,7065.0,7069.0,6915.0,6930.35009765625,1740066
2021-02-26,6900.0,7075.0,6822.2001953125,6866.14990234375,2687534
2021-03-01,6977.0,7032.85009765625,6917.0498046875,7015.0,1417600
2021-03-02,7060.0,7235.0,7030.0,7214.10009765625,1395296
2021-03-03,7245.60009765625,7262.2998046875,7101.2001953125,7124.7001953125,796258
2021-03-04,7080.0,7175.2001953125,7011.0,7131.60009765625,906310
2021-03-05,7130.0,7315.0,7070.0,7249.0,1821165
2021-03-08,7264.89990234375,7338.7998046875,7216.0,7259.5,977572
2021-03-09,7329.39990234375,7329.39990234375,7256.0,7301.5498046875,678485
2021-03-10,7320.0,7387.0,7251.0,7272.10009765625,659270
2021-03-12,7300.0,7313.0,7061.39990234375,7096.2001953125,946720
2021-03-15,7145.0,7162.9501953125,7011.0,7089.2998046875,700250
2021-03-16,7100.0,7200.0,7100.0,7150.2998046875,796357
2021-03-17,7160.0,7169.9501953125,7043.5,7064.64990234375,688581
2021-03-18,7125.0,7242.0,7060.0,7113.75,984545
2021-03-19,7059.9501953125,7149.9501953125,6905.5,7113.5498046875,838756
2021-03-22,7104.0,7142.5,7050.2001953125,7101.25,533767
2021-03-23,7138.0,7225.0,7130.0,7186.25,757590
2021-03-24,7136.0,7158.39990234375,7049.9501953125,7066.2001953125,457147
2021-03-25,7050.0,7059.0,6755.25,6786.85009765625,1338767
2021-03-26,6889.0,6898.9501953125,6771.0,6784.4501953125,911299
2021-03-30,6811.0,6875.0,6740.0,6851.7998046875,1088817
2021-03-31,6852.2998046875,6939.89990234375,6795.2001953125,6859.2001953125,735382
2021-04-01,6950.0,6991.5,6855.0,6923.89990234375,660759
2021-04-05,6908.5,6908.5,6724.60009765625,6768.5498046875,668129
2021-04-06,6818.25,6846.9501953125,6773.0,6791.2998046875,321568
